geneModel	change	counterfactual_fate	current_fate
Vvinifera:chr00:8451398-8512838	added	grid_absent	retained
Vvinifera:chr00:8468914-8597938	added	grid_absent	retained
Vvinifera:chr00:8512147-8573587	removed	retained	grid_absent
Vvinifera:chr00:8512838-8574278	added	grid_absent	retained
Vvinifera:chr00:8541875-8572595	changed	retained	retained
Vvinifera:chr00:8561710-8690734	removed	retained	grid_absent
Vvinifera:chr00:856498-985522	added	grid_absent	retained
Vvinifera:chr00:856498-985522-rc	added	grid_absent	retained
Vvinifera:chr00:8573587-8635027	removed	retained	grid_absent
Vvinifera:chr00:8574278-8635718	added	grid_absent	retained
Vvinifera:chr00:8597938-8726962	added	grid_absent	retained
Vvinifera:chr00:8635027-8696467	removed	retained	grid_absent
Vvinifera:chr00:8635718-8697158	added	grid_absent	retained
Vvinifera:chr00:8690734-8819758	removed	retained	grid_absent
Vvinifera:chr00:8696467-8757907	removed	retained	grid_absent
Vvinifera:chr00:8697158-8758598	added	grid_absent	retained
Vvinifera:chr00:8726962-8855986	added	grid_absent	retained
Vvinifera:chr00:8757907-8819347	removed	retained	grid_absent
Vvinifera:chr00:8758598-8820038	added	grid_absent	retained
Vvinifera:chr00:8819347-8880787	removed	retained	grid_absent
Vvinifera:chr00:8819758-8948782	removed	retained	grid_absent
Vvinifera:chr00:8820038-8881478	added	grid_absent	retained
Vvinifera:chr00:8855986-8985010	added	grid_absent	retained
Vvinifera:chr00:8855986-8985010-rc	added	grid_absent	retained
Vvinifera:chr00:8880787-8942227	removed	retained	grid_absent
Vvinifera:chr00:8881478-8942918	added	grid_absent	retained
Vvinifera:chr00:893587-955027	removed	retained	grid_absent
Vvinifera:chr00:8942227-9003667	removed	retained	grid_absent
Vvinifera:chr00:8942227-9003667-rc	removed	retained	grid_absent
Vvinifera:chr00:894278-955718	added	grid_absent	retained
Vvinifera:chr00:8942918-9004358	added	grid_absent	retained
Vvinifera:chr00:8942918-9004358-rc	added	grid_absent	retained
Vvinifera:chr00:8948782-9077806	removed	retained	grid_absent
Vvinifera:chr00:8948782-9077806-rc	removed	retained	grid_absent
Vvinifera:chr00:8971955-9002675	changed	retained	retained
Vvinifera:chr00:8985010-9114034	added	grid_absent	retained
Vvinifera:chr00:8985010-9114034-rc	added	grid_absent	retained
Vvinifera:chr00:9002675-9033395	changed	retained	retained
Vvinifera:chr00:9003667-9065107	removed	retained	grid_absent
Vvinifera:chr00:9003667-9065107-rc	removed	retained	grid_absent
Vvinifera:chr00:9004358-9065798	added	grid_absent	retained
Vvinifera:chr00:9004358-9065798-rc	added	grid_absent	retained
Vvinifera:chr00:9065798-9127238	added	grid_absent	retained
Vvinifera:chr00:9077806-9206830	removed	retained	grid_absent
Vvinifera:chr00:9114034-9243058	added	grid_absent	retained
Vvinifera:chr00:9114034-9243058-rc	added	grid_absent	retained
Vvinifera:chr00:9126547-9187987	removed	retained	grid_absent
Vvinifera:chr00:9126547-9187987-rc	removed	retained	grid_absent
Vvinifera:chr00:9127238-9188678	added	grid_absent	retained
Vvinifera:chr00:9127238-9188678-rc	added	grid_absent	retained
Vvinifera:chr00:9156275-9186995	changed	retained	retained
Vvinifera:chr00:9186995-9217715	changed	retained	retained
Vvinifera:chr00:9187987-9249427	removed	retained	grid_absent
Vvinifera:chr00:9188678-9250118	added	grid_absent	retained
Vvinifera:chr00:9206830-9335854	removed	retained	grid_absent
Vvinifera:chr00:9217715-9248435	added	empty_sampling	retained
Vvinifera:chr00:9243058-9372082	added	grid_absent	retained
Vvinifera:chr00:9249427-9310867	removed	retained	grid_absent
Vvinifera:chr00:9250118-9311558	added	grid_absent	retained
Vvinifera:chr00:9310867-9372307	removed	retained	grid_absent
Vvinifera:chr00:9311558-9372998	added	grid_absent	retained
Vvinifera:chr00:9335854-9464878	removed	retained	grid_absent
Vvinifera:chr00:9335854-9464878-rc	removed	retained	grid_absent
Vvinifera:chr00:9340595-9371315	changed	retained	retained
Vvinifera:chr00:9372082-9501106	added	grid_absent	retained
Vvinifera:chr00:9372082-9501106-rc	added	grid_absent	retained
Vvinifera:chr00:9372307-9433747	removed	retained	grid_absent
Vvinifera:chr00:9372307-9433747-rc	removed	retained	grid_absent
Vvinifera:chr00:9372998-9434438	added	grid_absent	retained
Vvinifera:chr00:9402035-9432755	removed	retained	mask_fraction
Vvinifera:chr00:9402035-9432755-rc	removed	retained	mask_fraction
Vvinifera:chr00:9433747-9495187	removed	retained	grid_absent
Vvinifera:chr00:9433747-9495187-rc	removed	retained	grid_absent
Vvinifera:chr00:9434438-9495878	added	grid_absent	retained
Vvinifera:chr00:9434438-9495878-rc	added	grid_absent	retained
Vvinifera:chr00:9464878-9593902	removed	retained	grid_absent
Vvinifera:chr00:9464878-9593902-rc	removed	retained	grid_absent
Vvinifera:chr00:94867-156307	removed	retained	grid_absent
Vvinifera:chr00:949294-1078318	removed	retained	grid_absent
Vvinifera:chr00:9524915-9555635	added	empty_sampling	retained
Vvinifera:chr00:955027-1016467	removed	retained	grid_absent
Vvinifera:chr00:95558-156998	added	grid_absent	retained
Vvinifera:chr00:955718-1017158	added	grid_absent	retained
Vvinifera:chr00:9593902-9722926	removed	retained	grid_absent
Vvinifera:chr00:9618067-9679507	removed	retained	grid_absent
Vvinifera:chr00:985522-1114546	added	grid_absent	retained
Vvinifera:chr01:10000212-10030932	removed	retained	grid_absent
Vvinifera:chr01:10016677-10047397	added	grid_absent	retained
Vvinifera:chr01:10028614-10090054	removed	retained	grid_absent
Vvinifera:chr01:10028614-10090054-rc	removed	retained	grid_absent
Vvinifera:chr01:10030932-10061652	removed	retained	grid_absent
Vvinifera:chr01:10047397-10078117	added	grid_absent	retained
Vvinifera:chr01:10047397-10078117-rc	added	grid_absent	retained
Vvinifera:chr01:10049111-10110551	added	grid_absent	retained
Vvinifera:chr01:10061652-10092372	removed	retained	grid_absent
Vvinifera:chr01:10061652-10092372-rc	removed	retained	grid_absent
Vvinifera:chr01:10078117-10108837	added	grid_absent	retained
Vvinifera:chr01:10079863-10208887	added	grid_absent	retained
Vvinifera:chr01:10090054-10151494	removed	retained	grid_absent
Vvinifera:chr01:10092372-10123092	removed	retained	grid_absent
Vvinifera:chr01:10096597-10225621	removed	retained	grid_absent
Vvinifera:chr01:10108837-10139557	added	grid_absent	retained
Vvinifera:chr01:10110551-10171991	added	grid_absent	retained
Vvinifera:chr01:10123092-10153812	removed	retained	grid_absent
Vvinifera:chr01:10139557-10170277	added	grid_absent	retained
Vvinifera:chr01:10151494-10212934	removed	retained	grid_absent
Vvinifera:chr01:1015717-1046437	added	grid_absent	retained
Vvinifera:chr01:10170277-10200997	added	grid_absent	retained
Vvinifera:chr01:10170277-10200997-rc	added	grid_absent	retained
Vvinifera:chr01:10171991-10233431	added	grid_absent	retained
Vvinifera:chr01:10171991-10233431-rc	added	grid_absent	retained
Vvinifera:chr01:1017431-1078871	added	grid_absent	retained
Vvinifera:chr01:10184532-10215252	removed	retained	grid_absent
Vvinifera:chr01:10184532-10215252-rc	removed	retained	grid_absent
Vvinifera:chr01:10200997-10231717	added	grid_absent	retained
Vvinifera:chr01:10208887-10337911	added	grid_absent	retained
Vvinifera:chr01:10208887-10337911-rc	added	grid_absent	retained
Vvinifera:chr01:10212934-10274374	removed	retained	grid_absent
Vvinifera:chr01:10212934-10274374-rc	removed	retained	grid_absent
Vvinifera:chr01:10215252-10245972	removed	retained	grid_absent
Vvinifera:chr01:10225621-10354645	removed	retained	grid_absent
Vvinifera:chr01:10225621-10354645-rc	removed	retained	grid_absent
Vvinifera:chr01:10231717-10262437	added	grid_absent	retained
Vvinifera:chr01:10231717-10262437-rc	added	grid_absent	retained
Vvinifera:chr01:10233431-10294871	added	grid_absent	retained
Vvinifera:chr01:10233431-10294871-rc	added	grid_absent	retained
Vvinifera:chr01:10245972-10276692	removed	retained	grid_absent
Vvinifera:chr01:10245972-10276692-rc	removed	retained	grid_absent
Vvinifera:chr01:10262437-10293157	added	grid_absent	retained
Vvinifera:chr01:10274374-10335814	removed	retained	grid_absent
Vvinifera:chr01:10274374-10335814-rc	removed	retained	grid_absent
Vvinifera:chr01:10276692-10307412	removed	retained	grid_absent
Vvinifera:chr01:10293157-10323877	added	grid_absent	retained
Vvinifera:chr01:10294871-10356311	added	grid_absent	retained
Vvinifera:chr01:10294871-10356311-rc	added	grid_absent	retained
Vvinifera:chr01:1029972-1060692	removed	retained	grid_absent
Vvinifera:chr01:10307412-10338132	removed	retained	grid_absent
Vvinifera:chr01:10307412-10338132-rc	removed	retained	grid_absent
Vvinifera:chr01:10323877-10354597	added	grid_absent	retained
Vvinifera:chr01:10323877-10354597-rc	added	grid_absent	retained
Vvinifera:chr01:10335814-10397254	removed	retained	grid_absent
Vvinifera:chr01:10337911-10466935	added	grid_absent	retained
Vvinifera:chr01:10337911-10466935-rc	added	grid_absent	retained
Vvinifera:chr01:10338132-10368852	removed	retained	grid_absent
Vvinifera:chr01:10354597-10385317	added	grid_absent	retained
Vvinifera:chr01:10354645-10483669	removed	retained	grid_absent
Vvinifera:chr01:10354645-10483669-rc	removed	retained	grid_absent
Vvinifera:chr01:10356311-10417751	added	grid_absent	retained
Vvinifera:chr01:10368852-10399572	removed	retained	grid_absent
Vvinifera:chr01:10385317-10416037	added	grid_absent	retained
Vvinifera:chr01:10397254-10458694	removed	retained	grid_absent
Vvinifera:chr01:10397254-10458694-rc	removed	retained	grid_absent
Vvinifera:chr01:10399572-10430292	removed	retained	grid_absent
Vvinifera:chr01:10416037-10446757	added	grid_absent	retained
Vvinifera:chr01:10416037-10446757-rc	added	grid_absent	retained
Vvinifera:chr01:10417751-10479191	added	grid_absent	retained
Vvinifera:chr01:10417751-10479191-rc	added	grid_absent	retained
Vvinifera:chr01:10430292-10461012	removed	retained	grid_absent
Vvinifera:chr01:10430292-10461012-rc	removed	retained	grid_absent
Vvinifera:chr01:10446757-10477477	added	grid_absent	retained
Vvinifera:chr01:10458694-10520134	removed	retained	grid_absent
Vvinifera:chr01:10461012-10491732	removed	retained	grid_absent
Vvinifera:chr01:1046437-1077157	added	grid_absent	retained
Vvinifera:chr01:10466935-10595959	added	grid_absent	retained
Vvinifera:chr01:10466935-10595959-rc	added	grid_absent	retained
Vvinifera:chr01:10477477-10508197	added	grid_absent	retained
Vvinifera:chr01:10479191-10540631	added	grid_absent	retained
Vvinifera:chr01:10479191-10540631-rc	added	grid_absent	retained
Vvinifera:chr01:1048183-1177207	added	grid_absent	retained
Vvinifera:chr01:1048183-1177207-rc	added	grid_absent	retained
Vvinifera:chr01:10483669-10612693	removed	retained	grid_absent
Vvinifera:chr01:10483669-10612693-rc	removed	retained	grid_absent
Vvinifera:chr01:10491732-10522452	removed	retained	grid_absent
Vvinifera:chr01:10508197-10538917	added	grid_absent	retained
Vvinifera:chr01:10508197-10538917-rc	added	grid_absent	retained
Vvinifera:chr01:10520134-10581574	removed	retained	grid_absent
Vvinifera:chr01:10520134-10581574-rc	removed	retained	grid_absent
Vvinifera:chr01:10522452-10553172	removed	retained	grid_absent
Vvinifera:chr01:10522452-10553172-rc	removed	retained	grid_absent
Vvinifera:chr01:10538917-10569637	added	grid_absent	retained
Vvinifera:chr01:10540631-10602071	added	grid_absent	retained
Vvinifera:chr01:10553172-10583892	removed	retained	grid_absent
Vvinifera:chr01:10569637-10600357	added	grid_absent	retained
Vvinifera:chr01:10581574-10643014	removed	retained	grid_absent
Vvinifera:chr01:1058374-1119814	removed	retained	grid_absent
Vvinifera:chr01:10583892-10614612	removed	retained	grid_absent
Vvinifera:chr01:10595959-10724983	added	grid_absent	retained
Vvinifera:chr01:10600357-10631077	added	grid_absent	retained
Vvinifera:chr01:10602071-10663511	added	grid_absent	retained
Vvinifera:chr01:1060692-1091412	removed	retained	grid_absent
Vvinifera:chr01:10612693-10741717	removed	retained	grid_absent
Vvinifera:chr01:10614612-10645332	removed	retained	grid_absent
Vvinifera:chr01:10631077-10661797	added	grid_absent	retained
Vvinifera:chr01:10643014-10704454	removed	retained	grid_absent
Vvinifera:chr01:10645332-10676052	removed	retained	grid_absent
Vvinifera:chr01:1064917-1193941	removed	retained	grid_absent
Vvinifera:chr01:1064917-1193941-rc	removed	retained	grid_absent
Vvinifera:chr01:10661797-10692517	added	grid_absent	retained
Vvinifera:chr01:10663511-10724951	added	grid_absent	retained
Vvinifera:chr01:10676052-10706772	removed	retained	grid_absent
Vvinifera:chr01:10692517-10723237	added	grid_absent	retained
Vvinifera:chr01:10704454-10765894	removed	retained	grid_absent
Vvinifera:chr01:10706772-10737492	removed	retained	grid_absent
Vvinifera:chr01:10723237-10753957	added	grid_absent	retained
Vvinifera:chr01:10724951-10786391	added	grid_absent	retained
Vvinifera:chr01:10724983-10854007	added	grid_absent	retained
Vvinifera:chr01:10737492-10768212	removed	retained	grid_absent
Vvinifera:chr01:10741717-10870741	removed	retained	grid_absent
Vvinifera:chr01:10753957-10784677	added	grid_absent	retained
Vvinifera:chr01:10765894-10827334	removed	retained	grid_absent
Vvinifera:chr01:10768212-10798932	removed	retained	grid_absent
Vvinifera:chr01:1077157-1107877	added	grid_absent	retained
Vvinifera:chr01:10784677-10815397	added	grid_absent	retained
Vvinifera:chr01:10786391-10847831	added	grid_absent	retained
Vvinifera:chr01:1078871-1140311	added	grid_absent	retained
Vvinifera:chr01:10798932-10829652	removed	retained	grid_absent
Vvinifera:chr01:10815397-10846117	added	grid_absent	retained
Vvinifera:chr01:10827334-10888774	removed	retained	grid_absent
Vvinifera:chr01:10829652-10860372	removed	retained	grid_absent
Vvinifera:chr01:108372-139092	removed	retained	grid_absent
Vvinifera:chr01:108372-139092-rc	removed	retained	grid_absent
Vvinifera:chr01:10847831-10909271	added	grid_absent	retained
Vvinifera:chr01:10854007-10983031	added	grid_absent	retained
Vvinifera:chr01:10870741-10999765	removed	retained	grid_absent
Vvinifera:chr01:10876837-10907557	added	grid_absent	retained
Vvinifera:chr01:10888774-10950214	removed	retained	grid_absent
Vvinifera:chr01:10891092-10921812	removed	retained	grid_absent
Vvinifera:chr01:10907557-10938277	added	grid_absent	retained
Vvinifera:chr01:10909271-10970711	added	grid_absent	retained
Vvinifera:chr01:1091412-1122132	removed	retained	grid_absent
Vvinifera:chr01:10921812-10952532	removed	retained	grid_absent
Vvinifera:chr01:10938277-10968997	added	grid_absent	retained
Vvinifera:chr01:10950214-11011654	removed	retained	grid_absent
Vvinifera:chr01:10950214-11011654-rc	removed	retained	grid_absent
Vvinifera:chr01:10952532-10983252	removed	retained	grid_absent
Vvinifera:chr01:10968997-10999717	added	grid_absent	retained
Vvinifera:chr01:10970711-11032151	added	grid_absent	retained
Vvinifera:chr01:10970711-11032151-rc	added	grid_absent	retained
Vvinifera:chr01:10983031-11112055	added	grid_absent	retained
Vvinifera:chr01:10983031-11112055-rc	added	grid_absent	retained
Vvinifera:chr01:10983252-11013972	removed	retained	grid_absent
Vvinifera:chr01:10983252-11013972-rc	removed	retained	grid_absent
Vvinifera:chr01:10999717-11030437	added	grid_absent	retained
Vvinifera:chr01:10999765-11128789	removed	retained	grid_absent
Vvinifera:chr01:11011654-11073094	removed	retained	grid_absent
Vvinifera:chr01:11013972-11044692	removed	retained	grid_absent
Vvinifera:chr01:11030437-11061157	added	grid_absent	retained
Vvinifera:chr01:11032151-11093591	added	grid_absent	retained
Vvinifera:chr01:11044692-11075412	removed	retained	grid_absent
Vvinifera:chr01:11061157-11091877	added	grid_absent	retained
Vvinifera:chr01:11073094-11134534	removed	retained	grid_absent
Vvinifera:chr01:11075412-11106132	removed	retained	grid_absent
Vvinifera:chr01:1107877-1138597	added	grid_absent	retained
Vvinifera:chr01:11091877-11122597	added	grid_absent	retained
Vvinifera:chr01:11093591-11155031	added	grid_absent	retained
Vvinifera:chr01:11112055-11241079	added	grid_absent	retained
Vvinifera:chr01:11112055-11241079-rc	added	grid_absent	retained
Vvinifera:chr01:11122597-11153317	added	grid_absent	retained
Vvinifera:chr01:11128789-11257813	removed	retained	grid_absent
Vvinifera:chr01:11128789-11257813-rc	removed	retained	grid_absent
Vvinifera:chr01:11134534-11195974	removed	retained	grid_absent
Vvinifera:chr01:11136852-11167572	removed	retained	grid_absent
Vvinifera:chr01:11153317-11184037	added	grid_absent	retained
Vvinifera:chr01:11155031-11216471	added	grid_absent	retained
Vvinifera:chr01:11155031-11216471-rc	added	grid_absent	retained
Vvinifera:chr01:11167572-11198292	removed	retained	grid_absent
Vvinifera:chr01:11184037-11214757	added	grid_absent	retained
Vvinifera:chr01:11184037-11214757-rc	added	grid_absent	retained
Vvinifera:chr01:11195974-11257414	removed	retained	grid_absent
Vvinifera:chr01:11195974-11257414-rc	removed	retained	grid_absent
Vvinifera:chr01:1119814-1181254	removed	retained	grid_absent
Vvinifera:chr01:1119814-1181254-rc	removed	retained	grid_absent
Vvinifera:chr01:11198292-11229012	removed	retained	grid_absent
Vvinifera:chr01:11198292-11229012-rc	removed	retained	grid_absent
