species_id	gene_id	gene_name	flag	swissprot_accession	entry_name	pe	caution_records	difference_vs_reference	closest_reference_protein	curated_length
Athaliana	AT1G17060.TAIR10	AT1G17060	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_frameshift	Q9SHG5	C72C1_ARATH	2	Sequence=AAD50024.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AAD50024.1; Type=Frameshift; Evidence={ECO:0000305}	internal_difference_prefix285_suffix191_len519vs476	AT1G17060.1.TAIR10	519
Athaliana	AT5G05260.TAIR10	AT5G05260	swissprot_caution_erroneous_initiation	Q9FLC8	C79A2_ARATH	1	Sequence=AAF70255.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305}	reference_shorter_by_6aa	AT5G05260.1.TAIR10	529
Athaliana	AT5G01490.TAIR10	AT5G01490	swissprot_caution_erroneous_gene_model_prediction	Q945S5	CAX4_ARATH	1	Sequence=CAB82265.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix441_suffix0_len446vs454	AT5G01490.1.TAIR10	446
Athaliana	AT1G55720.TAIR10	AT1G55720	swissprot_caution_erroneous_gene_model_prediction	Q9LFZ8	CAX6_ARATH	3	Sequence=AAF79505.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AEE33289.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	reference_longer_by_19aa	AT1G55720.1.TAIR10	448
Athaliana	AT5G25380.TAIR10	AT5G25380	swissprot_caution_erroneous_gene_model_prediction	Q39071	CCA21_ARATH	2	Sequence=AED93433.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix145_suffix292_len443vs437	AT5G25380.1.TAIR10	443
Athaliana	AT1G20590.TAIR10	AT1G20590	swissprot_caution_erroneous_gene_model_prediction	Q9LM91	CCB25_ARATH	3	Sequence=AAF80639.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix1_suffix197_len265vs199	AT1G20590.1.TAIR10	265
Athaliana	AT1G16330.TAIR10	AT1G16330	swissprot_caution_erroneous_gene_model_prediction	Q9SA32	CCB31_ARATH	3	Sequence=AAD34686.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AEE29436.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix1_suffix375_len396vs648	AT1G16330.1.TAIR10	396
Athaliana	ATMG00960.TAIR10	ATMG00960	swissprot_caution_frameshift	Q33884	CCMF2_ARATH	1	Sequence=AC007143; Type=Frameshift; Evidence={ECO:0000305}	same_length_10_mismatches	ATMG00960.1.TAIR10	203
Athaliana	AT4G15130.TAIR10	AT4G15130	swissprot_caution_erroneous_gene_model_prediction	F4JJE0	CCT2_ARATH	1	Sequence=CAB45996.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB78555.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	same_length_113_mismatches	AT4G15130.1.TAIR10	304
Athaliana	AT4G04710.TAIR10	AT4G04710	swissprot_caution_erroneous_gene_model_prediction	Q9ZSA3	CDPKM_ARATH	3	Sequence=AAD03452.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB80836.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix45_suffix0_len498vs575	AT4G04710.1.TAIR10	498
Athaliana	AT1G76040.TAIR10	AT1G76040	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_erroneous_initiation	Q8RWL2	CDPKT_ARATH	2	Sequence=AAF26765.1; Type=Erroneous gene model prediction; Note=The predicted gene has been split into 2 genes: At1g76040 and At1g76050.; Evidence={ECO:0000305} | Sequence=AEE35787.1; Type=Erroneous initiation; Note=Extended N-terminus.; Evidence={ECO:0000305}	reference_longer_by_27aa	AT1G76040.2.TAIR10	534
Athaliana	AT2G47390.TAIR10	AT2G47390	swissprot_caution_erroneous_gene_model_prediction	Q8VZF3	CGEP_ARATH	2	Sequence=AAB63841.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix428_suffix532_len960vs961	AT2G47390.1.TAIR10	960
Athaliana	AT5G20935.TAIR10	AT5G20935	swissprot_caution_erroneous_initiation	F4K6X0	CHR42_ARATH	1	Sequence=ABD38900.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305}	reference_shorter_by_13aa	AT5G20935.1.TAIR10	121
Athaliana	AT5G01690.TAIR10	AT5G01690	swissprot_caution_erroneous_gene_model_prediction	Q9M007	CHX27_ARATH	2	Sequence=CAB82285.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix244_suffix417_len767vs745	AT5G01690.1.TAIR10	767
Athaliana	AT2G28180.TAIR10	AT2G28180	swissprot_caution_erroneous_gene_model_prediction	Q58P71	CHX8_ARATH	2	Sequence=AAC98448.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	reference_longer_by_31aa	AT2G28180.1.TAIR10	816
Athaliana	AT3G16940.TAIR10	AT3G16940	swissprot_caution_erroneous_initiation	Q9LSP8	CMTA6_ARATH	1	Sequence=BAD95048.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305}	internal_difference_prefix46_suffix0_len838vs845	AT3G16940.1.TAIR10	838
Athaliana	AT3G57060.TAIR10	AT3G57060	swissprot_caution_erroneous_gene_model_prediction	A0A1I9LM04	CNDD2_ARATH	2	Sequence=CAB72176.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix1370_suffix26_len1410vs1396	AT3G57060.1.TAIR10	1410
Athaliana	AT4G26180.TAIR10	AT4G26180	swissprot_caution_erroneous_gene_model_prediction	F4JU70	COAC2_ARATH	2	Sequence=CAB39683.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB79473.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix144_suffix181_len331vs325	AT4G26180.1.TAIR10	331
Athaliana	AT5G24930.TAIR10	AT5G24930	swissprot_caution_frameshift	Q940T9	COL4_ARATH	2	Sequence=AAK96601.1; Type=Frameshift; Evidence={ECO:0000305} | Sequence=AAN28765.1; Type=Frameshift; Evidence={ECO:0000305}	reference_longer_by_44aa	AT5G24930.1.TAIR10	362
Athaliana	AT3G09800.TAIR10	AT3G09800	swissprot_caution_erroneous_gene_model_prediction	Q84LG4	COPZ2_ARATH	2	Sequence=AAF23255.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AAF23308.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	same_length_1_mismatches	AT3G09800.1.TAIR10	179
Athaliana	AT3G19610.TAIR10	AT3G19610	swissprot_caution_erroneous_gene_model_prediction	F4JCB3	CORD6_ARATH	2	Sequence=AEE76266.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAB02546.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	reference_longer_by_28aa	AT3G19610.1.TAIR10	612
Athaliana	AT2G20120.TAIR10	AT2G20120	swissprot_caution_erroneous_initiation	F4IUE7	COV1_ARATH	1	Sequence=BAF02116.1; Type=Erroneous initiation; Note=Extended N-terminus.; Evidence={ECO:0000305}	same_length_1_mismatches	AT2G20120.1.TAIR10	268
Athaliana	AT4G23200.TAIR10	AT4G23200	swissprot_caution_erroneous_gene_model_prediction	O65472	CRK12_ARATH	3	Sequence=CAA18467.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB79275.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix265_suffix345_len659vs648	AT4G23200.1.TAIR10	659
Athaliana	AT4G23220.TAIR10	AT4G23220	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_frameshift	Q8H199	CRK14_ARATH	2	Sequence=AAK62391.1; Type=Frameshift; Evidence={ECO:0000305} | Sequence=AAK62391.1; Type=Miscellaneous discrepancy; Note=Sequencing errors.; Evidence={ECO:0000305} | Sequence=CAA18469.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAA18469.1; Type=Frameshift; Evidence={ECO:0000305} | Sequence=CAB79277.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB79277.1; Type=Frameshift; Evidence={ECO:0000305}	reference_longer_by_70aa	AT4G23220.1.TAIR10	658
Athaliana	AT4G23230.TAIR10	AT4G23230	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_erroneous_initiation	Q8W4G6	CRK15_ARATH	2	Sequence=AAL32647.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305} | Sequence=AAM91196.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305} | Sequence=CAA18470.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB79278.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	reference_shorter_by_120aa	AT4G23230.1.TAIR10	627
Athaliana	AT4G23240.TAIR10	AT4G23240	swissprot_caution_erroneous_gene_model_prediction	O65476	CRK16_ARATH	3	Sequence=CAA18471.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB79279.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix1_suffix311_len662vs352	AT4G23240.1.TAIR10	662
Athaliana	AT4G23250.TAIR10	AT4G23250	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_erroneous_initiation	Q8L710	CRK17_ARATH	2	Sequence=AAC95354.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AAM98174.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305} | Sequence=CAA18472.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB79280.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix336_suffix0_len686vs1035	AT4G23250.1.TAIR10	686
Athaliana	AT4G23260.TAIR10	AT4G23260	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_erroneous_initiation	Q8RX80	CRK18_ARATH	2	Sequence=AAL90912.1; Type=Erroneous initiation; Evidence={ECO:0000305} | Sequence=AAN46814.1; Type=Erroneous initiation; Evidence={ECO:0000305} | Sequence=CAA18473.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB79281.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	same_length_2_mismatches	AT4G23260.1.TAIR10	659
Athaliana	AT1G19090.TAIR10	AT1G19090	swissprot_caution_frameshift	Q9LMB9	CRK1_ARATH	2	Sequence=AAC50044.1; Type=Frameshift; Evidence={ECO:0000305} | Sequence=AAF79292.1; Type=Frameshift; Evidence={ECO:0000305}	internal_difference_prefix329_suffix271_len615vs600	AT1G19090.1.TAIR10	615
Athaliana	AT4G23280.TAIR10	AT4G23280	swissprot_caution_erroneous_gene_model_prediction	O65479	CRK20_ARATH	2	Sequence=CAA18475.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB79283.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix248_suffix408_len666vs656	AT4G23280.1.TAIR10	666
Athaliana	AT4G23320.TAIR10	AT4G23320	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_frameshift	O65483	CRK24_ARATH	3	Sequence=CAA18479.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAA18479.1; Type=Frameshift; Evidence={ECO:0000305} | Sequence=CAA20453.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAA20453.1; Type=Frameshift; Evidence={ECO:0000305} | Sequence=CAB79287.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB79287.1; Type=Frameshift; Evidence={ECO:0000305}	internal_difference_prefix1_suffix68_len636vs437	AT4G23320.1.TAIR10	636
Athaliana	AT4G21400.TAIR10	AT4G21400	swissprot_caution_erroneous_gene_model_prediction	O65405	CRK28_ARATH	3	Sequence=CAA18704.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAA20205.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB81247.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix447_suffix236_len683vs711	AT4G21400.1.TAIR10	683
Athaliana	AT1G70740.TAIR10	AT1G70740	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_erroneous_initiation	Q9CAC3	CRK43_ARATH	2	Sequence=AAG52342.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AEE35109.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAC42109.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305}	reference_longer_by_12aa	AT1G70740.1.TAIR10	413
Athaliana	AT4G00960.TAIR10	AT4G00960	swissprot_caution_erroneous_gene_model_prediction	O23082	CRK44_ARATH	3	Sequence=AAB62862.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB80905.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix139_suffix233_len379vs372	AT4G00960.1.TAIR10	379
Athaliana	AT4G23160.TAIR10	AT4G23160	swissprot_caution_erroneous_gene_model_prediction	O65468	CRK8_ARATH	3	Sequence=CAA18463.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB79271.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	reference_longer_by_586aa	AT4G23160.1.TAIR10	676
Athaliana	AT3G29050.TAIR10	AT3G29050	swissprot_caution_erroneous_gene_model_prediction	Q9LJW1	CRR14_ARATH	3	Sequence=AEE77529.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAB02947.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix1_suffix144_len285vs240	AT3G29050.1.TAIR10	285
Athaliana	AT3G21900.TAIR10	AT3G21900	swissprot_caution_erroneous_gene_model_prediction	Q9LRM3	CRR16_ARATH	3	Sequence=AEE76564.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAB01367.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix113_suffix137_len258vs250	AT3G21900.1.TAIR10	258
Athaliana	AT3G21940.TAIR10	AT3G21940	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_frameshift	Q9LRL7	CRR22_ARATH	5	Sequence=AEE76568.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AEE76568.1; Type=Frameshift; Evidence={ECO:0000305} | Sequence=BAB01373.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAB01373.1; Type=Frameshift; Evidence={ECO:0000305}	internal_difference_prefix100_suffix157_len279vs275	AT3G21940.1.TAIR10	279
Athaliana	AT3G21945.TAIR10	AT3G21945	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_frameshift	Q9LRL6	CRR23_ARATH	5	Sequence=BAB01374.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAB01374.1; Type=Frameshift; Evidence={ECO:0000305}	internal_difference_prefix1_suffix108_len260vs152	AT3G21945.1.TAIR10	260
Athaliana	AT3G21980.TAIR10	AT3G21980	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_frameshift	Q9LRL0	CRR27_ARATH	5	Sequence=AEE76574.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAB01380.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAB01380.1; Type=Frameshift; Evidence={ECO:0000305}	internal_difference_prefix108_suffix117_len255vs225	AT3G21980.1.TAIR10	255
Athaliana	AT3G22020.TAIR10	AT3G22020	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_frameshift	Q9LRK5	CRR32_ARATH	5	Sequence=AEE76578.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AEE76578.1; Type=Frameshift; Evidence={ECO:0000305} | Sequence=BAB01385.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAB01385.1; Type=Frameshift; Evidence={ECO:0000305}	internal_difference_prefix1_suffix0_len255vs207	AT3G22020.1.TAIR10	255
Athaliana	AT3G22030.TAIR10	AT3G22030	swissprot_caution_erroneous_gene_model_prediction	Q9LRK4	CRR33_ARATH	5	Sequence=AEE76580.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAB01386.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	same_length_64_mismatches	AT3G22030.1.TAIR10	253
Athaliana	AT3G22053.TAIR10	AT3G22053	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_frameshift	Q9LRK1	CRR36_ARATH	5	Sequence=AEE76583.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAB01389.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAB01389.1; Type=Frameshift; Evidence={ECO:0000305}	internal_difference_prefix43_suffix0_len251vs149	AT3G22053.1.TAIR10	251
Athaliana	AT3G22057.TAIR10	AT3G22057	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_erroneous_termination	Q9LRK0	CRR37_ARATH	5	Sequence=AEE76584.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAB01390.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAB01390.1; Type=Erroneous termination; Note=Truncated C-terminus.; Evidence={ECO:0000305}	internal_difference_prefix1_suffix0_len254vs174	AT3G22057.1.TAIR10	254
Athaliana	AT1G63600.TAIR10	AT1G63600	swissprot_caution_erroneous_initiation	Q9CAC7	CRRS4_ARATH	3	Sequence=AAG52425.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305}	reference_shorter_by_3aa	AT1G63600.1.TAIR10	305
Athaliana	AT1G63560.TAIR10	AT1G63560	swissprot_caution_erroneous_initiation	Q9SH40	CRRS8_ARATH	2	Sequence=AAR20768.2; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305} | Sequence=AAR24761.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305}	reference_shorter_by_25aa	AT1G63560.1.TAIR10	284
Athaliana	AT5G24850.TAIR10	AT5G24850	swissprot_caution_erroneous_initiation	Q84KJ5	CRYD_ARATH	1	Sequence=AAL57669.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305}	reference_shorter_by_43aa	AT5G24850.1.TAIR10	569
Athaliana	AT4G16590.TAIR10	AT4G16590	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_erroneous_initiation;swissprot_caution_frameshift	Q84W54	CSLA1_ARATH	2	Sequence=BAD94168.1; Type=Frameshift; Evidence={ECO:0000305} | Sequence=BAD94550.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305} | Sequence=CAB10434.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB10434.1; Type=Miscellaneous discrepancy; Note=Sequencing errors.; Evidence={ECO:0000305} | Sequence=CAB78701.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB78701.1; Type=Miscellaneous discrepancy; Note=Sequencing errors.; Evidence={ECO:0000305}	internal_difference_prefix1_suffix398_len553vs401	AT4G16590.1.TAIR10	553
Athaliana	AT4G15320.TAIR10	AT4G15320	swissprot_caution_erroneous_gene_model_prediction	O23386	CSLB6_ARATH	2	Sequence=AEE83584.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB10311.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB78574.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix194_suffix1_len757vs828	AT4G15320.1.TAIR10	757
Athaliana	AT4G35335.TAIR10	AT4G35335	swissprot_caution_erroneous_gene_model_prediction	F4JN00	CSTR4_ARATH	2	Sequence=CAA18735.1; Type=Erroneous gene model prediction; Note=Was originally thought to correspond to two different genes At4g35330 and At4g35340.; Evidence={ECO:0000305} | Sequence=CAA18736.1; Type=Erroneous gene model prediction; Note=Was originally thought to correspond to two different genes At4g35330 and At4g35340.; Evidence={ECO:0000305} | Sequence=CAB80250.1; Type=Erroneous gene model prediction; Note=Was originally thought to correspond to two different genes At4g35330 and At4g35340.; Evidence={ECO:0000305} | Sequence=CAB80251.1; Type=Erroneous gene model prediction; Note=Was originally thought to correspond to two different genes At4g35330 and At4g35340.; Evidence={ECO:0000305}	same_length_253_mismatches	AT4G35335.1.TAIR10	352
Athaliana	AT4G09680.TAIR10	AT4G09680	swissprot_caution_erroneous_gene_model_prediction	D0EL35	CTC1_ARATH	1	Sequence=CAB39635.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB78091.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix455_suffix0_len1272vs481	AT4G09680.2.TAIR10	1272
Athaliana	AT3G22460.TAIR10	AT3G22460	swissprot_caution_erroneous_gene_model_prediction	Q9LJA0	CYSK2_ARATH	5	Sequence=BAB01461.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix171_suffix0_len188vs305	AT3G22460.1.TAIR10	188
Athaliana	AT4G16680.TAIR10	AT4G16680	swissprot_caution_erroneous_gene_model_prediction	F4JMJ3	DEAH8_ARATH	2	Sequence=AEE83783.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix107_suffix0_len883vs656	AT4G16680.1.TAIR10	883
